nom,canonical_key,type,category,voie,severity,action
talazoparib,talazoparib,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
tamoxifène,tamoxifene,voie_hug_seule,substrat,CYP2C9,medium,flag_review_HUG_pdf
tamoxifène,tamoxifene,voie_hug_seule,substrat,Pgp,medium,flag_review_HUG_pdf
tégafur,tegafur,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
tégafur,tegafur,voie_cbip_seule,inhibiteur,CYP2C9,medium,conserver_CBIP_confidence_medium
temsirolimus,temsirolimus,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
temsirolimus,temsirolimus,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
temsirolimus,temsirolimus,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
ténofovir,tenofovir,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
ténofovir,tenofovir,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
ténoxicam,tenoxicam,molecule_absente_cbip,,,medium,conserver_HUG_flag_review
ténoxicam,tenoxicam,voie_hug_seule,substrat,CYP2C9,medium,flag_review_HUG_pdf
tépotinib,tepotinib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
tépotinib,tepotinib,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
tépotinib,tepotinib,voie_cbip_seule,inhibiteur,Pgp,medium,conserver_CBIP_confidence_medium
terbinafine,terbinafine,voie_hug_seule,substrat,CYP1A2,medium,flag_review_HUG_pdf
terbinafine,terbinafine,voie_hug_seule,substrat,CYP2C8,medium,flag_review_HUG_pdf
terbinafine,terbinafine,voie_hug_seule,substrat,CYP2C9,medium,flag_review_HUG_pdf
tériflunomide,teriflunomide,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
tériflunomide,teriflunomide,voie_cbip_seule,inhibiteur,CYP2C8,medium,conserver_CBIP_confidence_medium
tériflunomide,teriflunomide,voie_cbip_seule,inducteur,CYP1A2,medium,conserver_CBIP_confidence_medium
tétrabénazine,tetrabenazine,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
tétrabénazine,tetrabenazine,voie_cbip_seule,substrat,CYP2D6,medium,conserver_CBIP_confidence_medium
tetrahydrocannabinol,tetrahydrocannabinol,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
tetrahydrocannabinol,tetrahydrocannabinol,voie_cbip_seule,substrat,CYP2C9,medium,conserver_CBIP_confidence_medium
tezacaftor,tezacaftor,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
tezacaftor,tezacaftor,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
thalidomide,thalidomide,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
thalidomide,thalidomide,voie_cbip_seule,substrat,CYP2C19,medium,conserver_CBIP_confidence_medium
THC,thc,molecule_absente_cbip,,,medium,conserver_HUG_flag_review
THC,thc,voie_hug_seule,substrat,CYP2C9,medium,flag_review_HUG_pdf
THC,thc,voie_hug_seule,substrat,CYP3A4/5,medium,flag_review_HUG_pdf
THC,thc,voie_hug_seule,substrat,Pgp,medium,flag_review_HUG_pdf
théophylline,theophylline,voie_hug_seule,substrat,CYP2E1,medium,flag_review_HUG_pdf
thiotépa,thiotepa,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
thiotépa,thiotepa,voie_cbip_seule,substrat,CYP2B6,medium,conserver_CBIP_confidence_medium
thiotépa,thiotepa,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
tiagabine,tiagabine,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
tiagabine,tiagabine,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
ticagrélor,ticagrelor,voie_cbip_seule,inhibiteur,CYP3A4/5,low,conserver_CBIP_confidence_medium
ticagrélor,ticagrelor,voie_cbip_seule,inhibiteur,Pgp,low,conserver_CBIP_confidence_medium
ticlopidine,ticlopidine,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
ticlopidine,ticlopidine,voie_cbip_seule,substrat,CYP2C19,medium,conserver_CBIP_confidence_medium
ticlopidine,ticlopidine,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
ticlopidine,ticlopidine,voie_cbip_seule,inhibiteur,CYP1A2,medium,conserver_CBIP_confidence_medium
ticlopidine,ticlopidine,voie_cbip_seule,inhibiteur,CYP2B6,medium,conserver_CBIP_confidence_medium
ticlopidine,ticlopidine,voie_cbip_seule,inhibiteur,CYP2C19,medium,conserver_CBIP_confidence_medium
tinidazole,tinidazole,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
tinidazole,tinidazole,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
tipranavir,tipranavir,puissance_discordante,inhibiteur,CYP3A4/5,high,review_manuel_prioritaire
tipranavir,tipranavir,voie_hug_seule,inhibiteur,CYP1A2,medium,flag_review_HUG_pdf
tipranavir,tipranavir,voie_hug_seule,inhibiteur,CYP2C19,medium,flag_review_HUG_pdf
tipranavir,tipranavir,voie_hug_seule,inhibiteur,CYP2C9,medium,flag_review_HUG_pdf
tipranavir,tipranavir,voie_hug_seule,inhibiteur,CYP2D6,medium,flag_review_HUG_pdf
tipranavir,tipranavir,voie_hug_seule,inhibiteur,Pgp,medium,flag_review_HUG_pdf
tofacitinib,tofacitinib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
tofacitinib,tofacitinib,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
tolbutamide,tolbutamide,molecule_absente_cbip,,,medium,conserver_HUG_flag_review
tolbutamide,tolbutamide,voie_hug_seule,substrat,CYP2C9,medium,flag_review_HUG_pdf
tolvaptan,tolvaptan,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
tolvaptan,tolvaptan,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
tolvaptan,tolvaptan,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
topiramate,topiramate,voie_cbip_seule,substrat,CYP3A4/5,low,conserver_CBIP_confidence_medium
topiramate,topiramate,voie_cbip_seule,inducteur,CYP3A4/5,low,conserver_CBIP_confidence_medium
topotécan,topotecan,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
topotécan,topotecan,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
trabectédine,trabectedine,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
trabectédine,trabectedine,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
trabectédine,trabectedine,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
tramadol,tramadol,voie_hug_seule,substrat,CYP3A4/5,medium,flag_review_HUG_pdf
trastuzumab emtansine,trastuzumab emtansine,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
trastuzumab emtansine,trastuzumab emtansine,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
trazodone,trazodone,voie_hug_seule,substrat,CYP2D6,medium,flag_review_HUG_pdf
tréprostinil,treprostinil,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
tréprostinil,treprostinil,voie_cbip_seule,substrat,CYP2C8,medium,conserver_CBIP_confidence_medium
triamcinolone,triamcinolone,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
triamcinolone,triamcinolone,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
triméthoprime,trimethoprime,voie_cbip_seule,substrat,CYP2C19,low,conserver_CBIP_confidence_medium
triméthoprime,trimethoprime,voie_cbip_seule,substrat,CYP3A4/5,low,conserver_CBIP_confidence_medium
triméthoprime,trimethoprime,voie_hug_seule,substrat,Pgp,medium,flag_review_HUG_pdf
trimipramine,trimipramine,molecule_absente_cbip,,,medium,conserver_HUG_flag_review
trimipramine,trimipramine,voie_hug_seule,substrat,CYP2C19,medium,flag_review_HUG_pdf
trimipramine,trimipramine,voie_hug_seule,substrat,CYP2C9,medium,flag_review_HUG_pdf
trimipramine,trimipramine,voie_hug_seule,substrat,CYP2D6,medium,flag_review_HUG_pdf
trimipramine,trimipramine,voie_hug_seule,substrat,Pgp,medium,flag_review_HUG_pdf
tropisétron,tropisetron,molecule_absente_cbip,,,medium,conserver_HUG_flag_review
tropisétron,tropisetron,voie_hug_seule,substrat,CYP2D6,medium,flag_review_HUG_pdf
tropisétron,tropisetron,voie_hug_seule,substrat,CYP3A4/5,medium,flag_review_HUG_pdf
tucatinib,tucatinib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
tucatinib,tucatinib,voie_cbip_seule,substrat,CYP2C8,medium,conserver_CBIP_confidence_medium
tucatinib,tucatinib,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
tucatinib,tucatinib,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
tucatinib,tucatinib,voie_cbip_seule,inhibiteur,CYP3A4/5,medium,conserver_CBIP_confidence_medium
tucatinib,tucatinib,voie_cbip_seule,inhibiteur,Pgp,medium,conserver_CBIP_confidence_medium
ulipristal,ulipristal,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
ulipristal,ulipristal,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
uméclidinium,umeclidinium,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
uméclidinium,umeclidinium,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
upadacitinib,upadacitinib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
upadacitinib,upadacitinib,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
valsartan,valsartan,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
valsartan,valsartan,voie_cbip_seule,substrat,CYP2C9,medium,conserver_CBIP_confidence_medium
vandétanib,vandetanib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
vandétanib,vandetanib,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
vandétanib,vandetanib,voie_cbip_seule,inhibiteur,Pgp,medium,conserver_CBIP_confidence_medium
vardénafil,vardenafil,voie_hug_seule,substrat,CYP2C9,medium,flag_review_HUG_pdf
velpatasvir,velpatasvir,voie_hug_seule,substrat,CYP2B6,medium,flag_review_HUG_pdf
velpatasvir,velpatasvir,voie_hug_seule,substrat,CYP2C8,medium,flag_review_HUG_pdf
vemurafenib,vemurafenib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
vemurafenib,vemurafenib,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
vemurafenib,vemurafenib,voie_cbip_seule,inhibiteur,CYP1A2,medium,conserver_CBIP_confidence_medium
vemurafenib,vemurafenib,voie_cbip_seule,inhibiteur,CYP2D6,medium,conserver_CBIP_confidence_medium
vemurafenib,vemurafenib,voie_cbip_seule,inducteur,CYP3A4/5,medium,conserver_CBIP_confidence_medium
vénétoclax,venetoclax,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
vénétoclax,venetoclax,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
vénétoclax,venetoclax,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
vénétoclax,venetoclax,voie_cbip_seule,inhibiteur,Pgp,medium,conserver_CBIP_confidence_medium
venlafaxine,venlafaxine,voie_hug_seule,substrat,CYP3A4/5,medium,flag_review_HUG_pdf
vérapamil,verapamil,voie_hug_seule,substrat,CYP1A2,medium,flag_review_HUG_pdf
vérapamil,verapamil,voie_hug_seule,substrat,CYP2C8,medium,flag_review_HUG_pdf
vérapamil,verapamil,voie_hug_seule,substrat,CYP2C9,medium,flag_review_HUG_pdf
vérapamil,verapamil,puissance_discordante,inhibiteur,CYP3A4/5,high,review_manuel_prioritaire
vérapamil,verapamil,voie_hug_seule,inhibiteur,CYP1A2,medium,flag_review_HUG_pdf
vibégron,vibegron,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
vibégron,vibegron,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
vibégron,vibegron,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
vibégron,vibegron,voie_cbip_seule,inhibiteur,Pgp,medium,conserver_CBIP_confidence_medium
vilantérol,vilanterol,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
vilantérol,vilanterol,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
vilantérol,vilanterol,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
vinblastine,vinblastine,voie_hug_seule,inducteur,CYP3A4/5,medium,flag_review_HUG_pdf
vinblastine,vinblastine,voie_hug_seule,inducteur,Pgp,medium,flag_review_HUG_pdf
vindésine,vindesine,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
vindésine,vindesine,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
vinorelbine,vinorelbine,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
vinorelbine,vinorelbine,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
vinorelbine,vinorelbine,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
vismodégib,vismodegib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
vismodégib,vismodegib,voie_cbip_seule,substrat,CYP2C9,medium,conserver_CBIP_confidence_medium
vismodégib,vismodegib,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
vismodégib,vismodegib,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
voclosporine,voclosporine,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
voclosporine,voclosporine,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
voclosporine,voclosporine,voie_cbip_seule,inhibiteur,Pgp,medium,conserver_CBIP_confidence_medium
voriconazole,voriconazole,voie_hug_seule,substrat,CYP2C9,medium,flag_review_HUG_pdf
voriconazole,voriconazole,puissance_discordante,inhibiteur,CYP2B6,high,review_manuel_prioritaire
vortioxétine,vortioxetine,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
vortioxétine,vortioxetine,voie_cbip_seule,substrat,CYP2D6,medium,conserver_CBIP_confidence_medium
voxilaprévir,voxilaprevir,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
voxilaprévir,voxilaprevir,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
voxilaprévir,voxilaprevir,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
voxilaprévir,voxilaprevir,voie_cbip_seule,inhibiteur,Pgp,medium,conserver_CBIP_confidence_medium
warfarine,warfarine,voie_hug_seule,substrat,CYP2C19,medium,flag_review_HUG_pdf
warfarine,warfarine,voie_hug_seule,substrat,CYP3A4/5,medium,flag_review_HUG_pdf
yohimbine,yohimbine,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
yohimbine,yohimbine,voie_cbip_seule,substrat,CYP2D6,medium,conserver_CBIP_confidence_medium
yohimbine,yohimbine,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
zanubritinib,zanubritinib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
zanubritinib,zanubritinib,voie_cbip_seule,inducteur,CYP3A4/5,medium,conserver_CBIP_confidence_medium
zanubrutinib,zanubrutinib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
zanubrutinib,zanubrutinib,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
zolmitriptan,zolmitriptan,voie_hug_seule,substrat,Pgp,medium,flag_review_HUG_pdf
zolpidem,zolpidem,voie_hug_seule,substrat,CYP1A2,medium,flag_review_HUG_pdf
zolpidem,zolpidem,voie_hug_seule,substrat,CYP2C19,medium,flag_review_HUG_pdf
zolpidem,zolpidem,voie_hug_seule,substrat,CYP2C9,medium,flag_review_HUG_pdf
zolpidem,zolpidem,voie_hug_seule,substrat,CYP2D6,medium,flag_review_HUG_pdf
zonisamide,zonisamide,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
zonisamide,zonisamide,voie_cbip_seule,substrat,CYP2C19,medium,conserver_CBIP_confidence_medium
zonisamide,zonisamide,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
zuclopenthixol,zuclopenthixol,molecule_absente_cbip,,,medium,conserver_HUG_flag_review
zuclopenthixol,zuclopenthixol,voie_hug_seule,substrat,CYP2D6,medium,flag_review_HUG_pdf
zuclopenthixol,zuclopenthixol,voie_hug_seule,substrat,CYP3A4/5,medium,flag_review_HUG_pdf
