nom,canonical_key,type,category,voie,severity,action
finérénone,finerenone,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
fingolimod,fingolimod,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
fingolimod,fingolimod,voie_cbip_seule,substrat,CYP2D6,medium,conserver_CBIP_confidence_medium
fingolimod,fingolimod,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
flécaïnide,flecainide,voie_cbip_seule,substrat,CYP1A2,low,conserver_CBIP_confidence_medium
flécaïnide,flecainide,voie_hug_seule,inhibiteur,CYP2D6,medium,flag_review_HUG_pdf
fluconazole,fluconazole,voie_cbip_seule,substrat,CYP2C19,low,conserver_CBIP_confidence_medium
fluconazole,fluconazole,voie_cbip_seule,substrat,CYP2C9,low,conserver_CBIP_confidence_medium
fluconazole,fluconazole,puissance_discordante,inhibiteur,CYP3A4/5,high,review_manuel_prioritaire
fluorouracil,fluorouracil,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
fluorouracil,fluorouracil,voie_cbip_seule,inhibiteur,CYP2C9,medium,conserver_CBIP_confidence_medium
fluoxétine,fluoxetine,voie_hug_seule,substrat,CYP2C19,medium,flag_review_HUG_pdf
fluoxétine,fluoxetine,voie_hug_seule,substrat,CYP2C9,medium,flag_review_HUG_pdf
fluoxétine,fluoxetine,voie_hug_seule,substrat,CYP3A4/5,medium,flag_review_HUG_pdf
fluoxétine,fluoxetine,voie_hug_seule,inhibiteur,CYP1A2,medium,flag_review_HUG_pdf
fluoxétine,fluoxetine,voie_hug_seule,inhibiteur,Pgp,medium,flag_review_HUG_pdf
flurazépam,flurazepam,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
flurazépam,flurazepam,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
flutamide,flutamide,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
flutamide,flutamide,voie_cbip_seule,substrat,CYP1A2,medium,conserver_CBIP_confidence_medium
fluticasone,fluticasone,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
fluticasone,fluticasone,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
fluvastatine,fluvastatine,voie_cbip_seule,substrat,CYP2C8,low,conserver_CBIP_confidence_medium
fluvastatine,fluvastatine,voie_hug_seule,substrat,CYP3A4/5,medium,flag_review_HUG_pdf
fluvastatine,fluvastatine,voie_hug_seule,substrat,Pgp,medium,flag_review_HUG_pdf
fluvastatine,fluvastatine,puissance_discordante,inhibiteur,CYP2C9,high,review_manuel_prioritaire
fluvoxamine,fluvoxamine,voie_hug_seule,substrat,CYP1A2,medium,flag_review_HUG_pdf
fluvoxamine,fluvoxamine,voie_hug_seule,substrat,Pgp,medium,flag_review_HUG_pdf
fluvoxamine,fluvoxamine,voie_cbip_seule,inhibiteur,CYP2D6,low,conserver_CBIP_confidence_medium
fluvoxamine,fluvoxamine,voie_hug_seule,inhibiteur,Pgp,medium,flag_review_HUG_pdf
fosamprénavir,fosamprenavir,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
fosamprénavir,fosamprenavir,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
fosamprénavir,fosamprenavir,voie_cbip_seule,inhibiteur,CYP3A4/5,medium,conserver_CBIP_confidence_medium
fosaprépitant,fosaprepitant,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
fosaprépitant,fosaprepitant,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
fosaprépitant,fosaprepitant,voie_cbip_seule,inhibiteur,CYP3A4/5,medium,conserver_CBIP_confidence_medium
fosaprépitant,fosaprepitant,voie_cbip_seule,inducteur,CYP2C9,medium,conserver_CBIP_confidence_medium
fosaprépitant,fosaprepitant,voie_cbip_seule,inducteur,CYP3A4/5,medium,conserver_CBIP_confidence_medium
fostemsavir,fostemsavir,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
fostemsavir,fostemsavir,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
fostemsavir,fostemsavir,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
frovatriptan,frovatriptan,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
frovatriptan,frovatriptan,voie_cbip_seule,substrat,CYP1A2,medium,conserver_CBIP_confidence_medium
fumée de cigarettes,fumee de cigarettes,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
fumée de cigarettes,fumee de cigarettes,voie_cbip_seule,inducteur,CYP1A2,medium,conserver_CBIP_confidence_medium
géfitinib,gefitinib,voie_hug_seule,substrat,CYP2D6,medium,flag_review_HUG_pdf
géfitinib,gefitinib,voie_hug_seule,inhibiteur,CYP2C19,medium,flag_review_HUG_pdf
géfitinib,gefitinib,voie_hug_seule,inhibiteur,CYP2D6,medium,flag_review_HUG_pdf
gemfibrozil,gemfibrozil,molecule_absente_cbip,,,medium,conserver_HUG_flag_review
gemfibrozil,gemfibrozil,voie_hug_seule,inhibiteur,CYP2C8,medium,flag_review_HUG_pdf
gemfibrozil,gemfibrozil,voie_hug_seule,inhibiteur,CYP2C9,medium,flag_review_HUG_pdf
gestodène,gestodene,voie_hug_seule,inhibiteur,CYP3A4/5,medium,flag_review_HUG_pdf
giltéritinib,gilteritinib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
giltéritinib,gilteritinib,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
giltéritinib,gilteritinib,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
givosiran,givosiran,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
givosiran,givosiran,voie_cbip_seule,inhibiteur,CYP1A2,medium,conserver_CBIP_confidence_medium
givosiran,givosiran,voie_cbip_seule,inhibiteur,CYP2C19,medium,conserver_CBIP_confidence_medium
givosiran,givosiran,voie_cbip_seule,inhibiteur,CYP2D6,medium,conserver_CBIP_confidence_medium
givosiran,givosiran,voie_cbip_seule,inhibiteur,CYP3A4/5,medium,conserver_CBIP_confidence_medium
glécaprévir,glecaprevir,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
glécaprévir,glecaprevir,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
glécaprévir,glecaprevir,voie_cbip_seule,inhibiteur,Pgp,medium,conserver_CBIP_confidence_medium
glibenclamide,glibenclamide,voie_hug_seule,substrat,CYP2C19,medium,flag_review_HUG_pdf
glibenclamide,glibenclamide,voie_hug_seule,substrat,CYP3A4/5,medium,flag_review_HUG_pdf
glibenclamide,glibenclamide,voie_hug_seule,substrat,Pgp,medium,flag_review_HUG_pdf
glicazide,glicazide,molecule_absente_cbip,,,medium,conserver_HUG_flag_review
glicazide,glicazide,voie_hug_seule,substrat,CYP2C19,medium,flag_review_HUG_pdf
glicazide,glicazide,voie_hug_seule,substrat,CYP2C9,medium,flag_review_HUG_pdf
gliclazide,gliclazide,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
gliclazide,gliclazide,voie_cbip_seule,substrat,CYP2C9,medium,conserver_CBIP_confidence_medium
glipizide,glipizide,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
glipizide,glipizide,voie_cbip_seule,substrat,CYP2C9,medium,conserver_CBIP_confidence_medium
gliquidone,gliquidone,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
gliquidone,gliquidone,voie_cbip_seule,substrat,CYP2C9,medium,conserver_CBIP_confidence_medium
"grapefruit, orange de Séville","grapefruit, orange de seville",molecule_absente_cbip,,,medium,conserver_HUG_flag_review
"grapefruit, orange de Séville","grapefruit, orange de seville",voie_hug_seule,inhibiteur,CYP3A4/5,medium,flag_review_HUG_pdf
grazoprévir,grazoprevir,voie_hug_seule,inhibiteur,CYP3A4/5,medium,flag_review_HUG_pdf
guanfacine,guanfacine,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
guanfacine,guanfacine,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
halopéridol,haloperidol,voie_hug_seule,inhibiteur,CYP2D6,medium,flag_review_HUG_pdf
halopéridol,haloperidol,voie_hug_seule,inhibiteur,Pgp,medium,flag_review_HUG_pdf
hydrocodone,hydrocodone,molecule_absente_cbip,,,medium,conserver_HUG_flag_review
hydrocodone,hydrocodone,voie_hug_seule,substrat,CYP2D6,medium,flag_review_HUG_pdf
hydrocodone,hydrocodone,voie_hug_seule,substrat,CYP3A4/5,medium,flag_review_HUG_pdf
hydrocortisone,hydrocortisone,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
hydrocortisone,hydrocortisone,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
ibrutinib,ibrutinib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
ibrutinib,ibrutinib,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
ibuprofène,ibuprofene,voie_cbip_seule,substrat,CYP2C8,low,conserver_CBIP_confidence_medium
ibuprofène,ibuprofene,voie_hug_seule,substrat,CYP2C19,medium,flag_review_HUG_pdf
idébénone,idebenone,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
idébénone,idebenone,voie_cbip_seule,inhibiteur,CYP3A4/5,medium,conserver_CBIP_confidence_medium
idébénone,idebenone,voie_cbip_seule,inhibiteur,Pgp,medium,conserver_CBIP_confidence_medium
idélalisib,idelalisib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
idélalisib,idelalisib,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
idélalisib,idelalisib,voie_cbip_seule,inhibiteur,CYP3A4/5,medium,conserver_CBIP_confidence_medium
ifosfamide,ifosfamide,voie_hug_seule,inducteur,CYP3A4/5,medium,flag_review_HUG_pdf
imatinib,imatinib,voie_cbip_seule,substrat,CYP2C8,low,conserver_CBIP_confidence_medium
imatinib,imatinib,voie_hug_seule,substrat,CYP1A2,medium,flag_review_HUG_pdf
imatinib,imatinib,voie_hug_seule,substrat,CYP2C19,medium,flag_review_HUG_pdf
imatinib,imatinib,voie_hug_seule,substrat,CYP2C9,medium,flag_review_HUG_pdf
imatinib,imatinib,voie_hug_seule,substrat,CYP2D6,medium,flag_review_HUG_pdf
imatinib,imatinib,puissance_discordante,inhibiteur,CYP3A4/5,high,review_manuel_prioritaire
imatinib,imatinib,voie_hug_seule,inhibiteur,CYP2C8,medium,flag_review_HUG_pdf
imatinib,imatinib,voie_hug_seule,inhibiteur,CYP2C9,medium,flag_review_HUG_pdf
imatinib,imatinib,voie_hug_seule,inhibiteur,CYP2D6,medium,flag_review_HUG_pdf
imipramine,imipramine,voie_hug_seule,substrat,CYP2C19,medium,flag_review_HUG_pdf
imipramine,imipramine,voie_hug_seule,substrat,CYP3A4/5,medium,flag_review_HUG_pdf
imipramine,imipramine,voie_hug_seule,substrat,Pgp,medium,flag_review_HUG_pdf
indacatérol,indacaterol,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
indacatérol,indacaterol,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
indacatérol,indacaterol,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
indométacine,indometacine,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
indométacine,indometacine,voie_cbip_seule,substrat,CYP2C9,medium,conserver_CBIP_confidence_medium
irbésartan,irbesartan,voie_hug_seule,inhibiteur,CYP2C9,medium,flag_review_HUG_pdf
irbésartan,irbesartan,voie_hug_seule,inhibiteur,Pgp,medium,flag_review_HUG_pdf
irinotécan,irinotecan,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
irinotécan,irinotecan,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
irinotécan,irinotecan,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
isavuconazole,isavuconazole,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
isavuconazole,isavuconazole,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
isavuconazole,isavuconazole,voie_cbip_seule,inhibiteur,CYP3A4/5,medium,conserver_CBIP_confidence_medium
isavuconazole,isavuconazole,voie_cbip_seule,inhibiteur,Pgp,medium,conserver_CBIP_confidence_medium
isoniazide,isoniazide,voie_hug_seule,inhibiteur,CYP3A4/5,medium,flag_review_HUG_pdf
isoniazide,isoniazide,voie_hug_seule,inducteur,CYP2E1,medium,flag_review_HUG_pdf
ivabradine,ivabradine,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
ivabradine,ivabradine,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
ivacaftor,ivacaftor,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
ivacaftor,ivacaftor,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
ivacaftor,ivacaftor,voie_cbip_seule,inhibiteur,CYP2C9,medium,conserver_CBIP_confidence_medium
ivacaftor,ivacaftor,voie_cbip_seule,inhibiteur,CYP3A4/5,medium,conserver_CBIP_confidence_medium
ivacaftor,ivacaftor,voie_cbip_seule,inhibiteur,Pgp,medium,conserver_CBIP_confidence_medium
ivermectine,ivermectine,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
ivermectine,ivermectine,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
ivosidénib,ivosidenib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
ivosidénib,ivosidenib,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
ivosidénib,ivosidenib,voie_cbip_seule,inhibiteur,Pgp,medium,conserver_CBIP_confidence_medium
ivosidénib,ivosidenib,voie_cbip_seule,inducteur,CYP2B6,medium,conserver_CBIP_confidence_medium
ivosidénib,ivosidenib,voie_cbip_seule,inducteur,CYP2C19,medium,conserver_CBIP_confidence_medium
ivosidénib,ivosidenib,voie_cbip_seule,inducteur,CYP2C8,medium,conserver_CBIP_confidence_medium
ivosidénib,ivosidenib,voie_cbip_seule,inducteur,CYP2C9,medium,conserver_CBIP_confidence_medium
ivosidénib,ivosidenib,voie_cbip_seule,inducteur,CYP3A4/5,medium,conserver_CBIP_confidence_medium
ivosidénib,ivosidenib,voie_cbip_seule,inducteur,Pgp,medium,conserver_CBIP_confidence_medium
ixazomib,ixazomib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
ixazomib,ixazomib,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
kétamine,ketamine,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
kétamine,ketamine,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
labétalol,labetalol,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
labétalol,labetalol,voie_cbip_seule,substrat,CYP2C19,medium,conserver_CBIP_confidence_medium
lansoprazole,lansoprazole,voie_hug_seule,substrat,Pgp,medium,flag_review_HUG_pdf
lansoprazole,lansoprazole,voie_hug_seule,inhibiteur,CYP2C19,medium,flag_review_HUG_pdf
lansoprazole,lansoprazole,voie_hug_seule,inhibiteur,Pgp,medium,flag_review_HUG_pdf
lansoprazole,lansoprazole,voie_hug_seule,inducteur,CYP1A2,medium,flag_review_HUG_pdf
lapatinib,lapatinib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
lapatinib,lapatinib,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
lapatinib,lapatinib,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
lapatinib,lapatinib,voie_cbip_seule,inhibiteur,CYP3A4/5,medium,conserver_CBIP_confidence_medium
lapatinib,lapatinib,voie_cbip_seule,inhibiteur,Pgp,medium,conserver_CBIP_confidence_medium
larotrectinib,larotrectinib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
larotrectinib,larotrectinib,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
larotrectinib,larotrectinib,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
larotrectinib,larotrectinib,voie_cbip_seule,inhibiteur,CYP3A4/5,medium,conserver_CBIP_confidence_medium
ledipasvir,ledipasvir,puissance_discordante,inhibiteur,Pgp,high,review_manuel_prioritaire
léflunomide,leflunomide,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
léflunomide,leflunomide,voie_cbip_seule,substrat,CYP1A2,medium,conserver_CBIP_confidence_medium
léflunomide,leflunomide,voie_cbip_seule,substrat,CYP2C19,medium,conserver_CBIP_confidence_medium
"légumes (chou, brocoli)","legumes (chou, brocoli)",molecule_absente_cbip,,,medium,conserver_HUG_flag_review
"légumes (chou, brocoli)","legumes (chou, brocoli)",voie_hug_seule,inducteur,CYP1A2,medium,flag_review_HUG_pdf
lénacapavir,lenacapavir,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
lénacapavir,lenacapavir,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
lénacapavir,lenacapavir,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
lénacapavir,lenacapavir,voie_cbip_seule,inhibiteur,CYP3A4/5,medium,conserver_CBIP_confidence_medium
lénacapavir,lenacapavir,voie_cbip_seule,inhibiteur,Pgp,medium,conserver_CBIP_confidence_medium
lenvatinib,lenvatinib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
lenvatinib,lenvatinib,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
lenvatinib,lenvatinib,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
lercanidipine,lercanidipine,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
lercanidipine,lercanidipine,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
létermovir,letermovir,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
létermovir,letermovir,voie_cbip_seule,inhibiteur,CYP3A4/5,medium,conserver_CBIP_confidence_medium
létermovir,letermovir,voie_cbip_seule,inducteur,CYP2C19,medium,conserver_CBIP_confidence_medium
létermovir,letermovir,voie_cbip_seule,inducteur,CYP2C9,medium,conserver_CBIP_confidence_medium
lévomépromazine,levomepromazine,molecule_absente_cbip,,,medium,conserver_HUG_flag_review
lévomépromazine,levomepromazine,voie_hug_seule,substrat,CYP2D6,medium,flag_review_HUG_pdf
lévomépromazine,levomepromazine,voie_hug_seule,inhibiteur,CYP2D6,medium,flag_review_HUG_pdf
lévonorgestrel,levonorgestrel,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
lévonorgestrel,levonorgestrel,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
linagliptine,linagliptine,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
linagliptine,linagliptine,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
linzagolix,linzagolix,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
linzagolix,linzagolix,voie_cbip_seule,inhibiteur,CYP2C8,medium,conserver_CBIP_confidence_medium
lopinavir,lopinavir,voie_hug_seule,substrat,Pgp,medium,flag_review_HUG_pdf
lopinavir,lopinavir,voie_hug_seule,inhibiteur,Pgp,medium,flag_review_HUG_pdf
loratadine,loratadine,voie_hug_seule,substrat,CYP2D6,medium,flag_review_HUG_pdf
lorlatinib,lorlatinib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
lorlatinib,lorlatinib,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
lorlatinib,lorlatinib,voie_cbip_seule,inducteur,CYP3A4/5,medium,conserver_CBIP_confidence_medium
lorlatinib,lorlatinib,voie_cbip_seule,inducteur,Pgp,medium,conserver_CBIP_confidence_medium
losartan,losartan,voie_hug_seule,substrat,CYP3A4/5,medium,flag_review_HUG_pdf
losartan,losartan,voie_hug_seule,substrat,Pgp,medium,flag_review_HUG_pdf
losartan,losartan,voie_hug_seule,inhibiteur,CYP2C9,medium,flag_review_HUG_pdf
lumacaftor,lumacaftor,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
lumacaftor,lumacaftor,voie_cbip_seule,inducteur,CYP3A4/5,medium,conserver_CBIP_confidence_medium
luméfantrine,lumefantrine,voie_hug_seule,inhibiteur,CYP2D6,medium,flag_review_HUG_pdf
macitentan,macitentan,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
macitentan,macitentan,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
maribavir,maribavir,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
maribavir,maribavir,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
mavacamten,mavacamten,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
mavacamten,mavacamten,voie_cbip_seule,substrat,CYP2C19,medium,conserver_CBIP_confidence_medium
mavacamten,mavacamten,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
médroxyprogestérone,medroxyprogesterone,molecule_absente_cbip,,,medium,conserver_HUG_flag_review
médroxyprogestérone,medroxyprogesterone,voie_hug_seule,substrat,CYP3A4/5,medium,flag_review_HUG_pdf
méfloquine,mefloquine,voie_cbip_seule,substrat,Pgp,low,conserver_CBIP_confidence_medium
mélatonine,melatonine,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
mélatonine,melatonine,voie_cbip_seule,substrat,CYP1A2,medium,conserver_CBIP_confidence_medium
méloxicam,meloxicam,voie_hug_seule,substrat,CYP3A4/5,medium,flag_review_HUG_pdf
métamizole,metamizole,molecule_absente_cbip,,,medium,conserver_HUG_flag_review
métamizole,metamizole,voie_hug_seule,inducteur,CYP2B6,medium,flag_review_HUG_pdf
métamizole,metamizole,voie_hug_seule,inducteur,CYP3A4/5,medium,flag_review_HUG_pdf
méthadone,methadone,voie_hug_seule,substrat,CYP1A2,medium,flag_review_HUG_pdf
méthadone,methadone,voie_hug_seule,substrat,CYP2C19,medium,flag_review_HUG_pdf
méthadone,methadone,voie_hug_seule,substrat,CYP2D6,medium,flag_review_HUG_pdf
méthadone,methadone,voie_hug_seule,substrat,Pgp,medium,flag_review_HUG_pdf
méthadone,methadone,voie_hug_seule,inhibiteur,CYP2D6,medium,flag_review_HUG_pdf
méthadone,methadone,voie_hug_seule,inhibiteur,Pgp,medium,flag_review_HUG_pdf
méthoxsalène,methoxsalene,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
méthoxsalène,methoxsalene,voie_cbip_seule,inhibiteur,CYP1A2,medium,conserver_CBIP_confidence_medium
métoclopramide,metoclopramide,voie_hug_seule,substrat,Pgp,medium,flag_review_HUG_pdf
métoclopramide,metoclopramide,voie_hug_seule,inhibiteur,CYP2D6,medium,flag_review_HUG_pdf
métronidazole,metronidazole,molecule_absente_cbip,,,medium,conserver_HUG_flag_review
métronidazole,metronidazole,voie_hug_seule,inhibiteur,CYP2C9,medium,flag_review_HUG_pdf
miansérine,mianserine,voie_hug_seule,substrat,CYP1A2,medium,flag_review_HUG_pdf
miansérine,mianserine,voie_hug_seule,substrat,CYP3A4/5,medium,flag_review_HUG_pdf
miconazole,miconazole,voie_hug_seule,inhibiteur,CYP3A4/5,medium,flag_review_HUG_pdf
midostaurine,midostaurine,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
midostaurine,midostaurine,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
mirabégron,mirabegron,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
mirabégron,mirabegron,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
mirabégron,mirabegron,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
mirabégron,mirabegron,voie_cbip_seule,inhibiteur,CYP2D6,medium,conserver_CBIP_confidence_medium
mirtazapine,mirtazapine,molecule_absente_cbip,,,medium,conserver_HUG_flag_review
mirtazapine,mirtazapine,voie_hug_seule,substrat,CYP1A2,medium,flag_review_HUG_pdf
mirtazapine,mirtazapine,voie_hug_seule,substrat,CYP2D6,medium,flag_review_HUG_pdf
mirtazapine,mirtazapine,voie_hug_seule,substrat,CYP3A4/5,medium,flag_review_HUG_pdf
mitomycine,mitomycine,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
mitomycine,mitomycine,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
mitotane,mitotane,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
mitotane,mitotane,voie_cbip_seule,inducteur,CYP3A4/5,medium,conserver_CBIP_confidence_medium
moclobémide,moclobemide,puissance_discordante,inhibiteur,CYP2D6,high,review_manuel_prioritaire
moclobémide,moclobemide,voie_hug_seule,inhibiteur,CYP1A2,medium,flag_review_HUG_pdf
modafinil,modafinil,puissance_discordante,inhibiteur,CYP2C19,high,review_manuel_prioritaire
modafinil,modafinil,voie_hug_seule,inducteur,CYP1A2,medium,flag_review_HUG_pdf
modafinil,modafinil,voie_hug_seule,inducteur,CYP2B6,medium,flag_review_HUG_pdf
momélotinib,momelotinib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
momélotinib,momelotinib,voie_cbip_seule,inhibiteur,CYP2B6,medium,conserver_CBIP_confidence_medium
momélotinib,momelotinib,voie_cbip_seule,inhibiteur,Pgp,medium,conserver_CBIP_confidence_medium
momélotinib,momelotinib,voie_cbip_seule,inducteur,CYP1A2,medium,conserver_CBIP_confidence_medium
momélotinib,momelotinib,voie_cbip_seule,inducteur,CYP2B6,medium,conserver_CBIP_confidence_medium
mométasone,mometasone,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
mométasone,mometasone,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
montélukast,montelukast,voie_hug_seule,substrat,CYP2C9,medium,flag_review_HUG_pdf
montélukast,montelukast,voie_hug_seule,substrat,CYP3A4/5,medium,flag_review_HUG_pdf
morphine,morphine,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
morphine,morphine,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
naldémédine,naldemedine,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
naldémédine,naldemedine,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
naldémédine,naldemedine,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
naloxone,naloxone,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
naloxone,naloxone,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
naloxone,naloxone,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
naproxène,naproxene,voie_hug_seule,substrat,CYP1A2,medium,flag_review_HUG_pdf
natéglinide,nateglinide,molecule_absente_cbip,,,medium,conserver_HUG_flag_review
natéglinide,nateglinide,voie_hug_seule,substrat,CYP2C9,medium,flag_review_HUG_pdf
natéglinide,nateglinide,voie_hug_seule,substrat,CYP2D6,medium,flag_review_HUG_pdf
natéglinide,nateglinide,voie_hug_seule,substrat,CYP3A4/5,medium,flag_review_HUG_pdf
natéglinide,nateglinide,voie_hug_seule,inhibiteur,CYP2C9,medium,flag_review_HUG_pdf
